transaction_id;customer_id;transaction_date;type;description;amount;transaction_id;customer_id;transaction_date;type;description;Amount;label;Confidence_random_forest;category_random_forest;subcategory_random_forest;CR_version;model_version
147;42;2017-01-20T00:00:00Z;debit;coop-2848 zh sihlcity;;147;42;2017-01-20T00:00:00Z;debit;coop-2848 zh sihlcity;12.77;shopping/groceries;0.6311631944;shopping;groceries;Oct2018;Oct2018
148;42;2017-01-23T00:00:00Z;debit;coop-2848 zh sihlcity;;148;42;2017-01-23T00:00:00Z;debit;coop-2848 zh sihlcity;48.9;shopping/groceries;0.6311631944;shopping;groceries;Oct2018;Oct2018
149;42;2017-01-27T00:00:00Z;debit;teegeschwendner freibu;;149;42;2017-01-27T00:00:00Z;debit;teegeschwendner freibu;16.5;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
150;42;2017-01-27T00:00:00Z;debit;tauchcenter freiburg g;;150;42;2017-01-27T00:00:00Z;debit;tauchcenter freiburg g;59.74;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
151;42;2017-01-28T00:00:00Z;debit;danke ihr neukauf;;151;42;2017-01-28T00:00:00Z;debit;danke ihr neukauf;151.42;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
152;42;2017-01-28T00:00:00Z;debit;www.ticket.cinemaxx.de;;152;42;2017-01-28T00:00:00Z;debit;www.ticket.cinemaxx.de;18.0;bills_and_utilities/electricity;0.6121651786;bills_and_utilities;electricity;Oct2018;Oct2018
153;42;2017-01-28T00:00:00Z;debit;sparda-bank baden-wuer;;153;42;2017-01-28T00:00:00Z;debit;sparda-bank baden-wuer;100.0;transfer_out/transfer_out;0.2818204365;transfer_out;transfer_out;Oct2018;Oct2018
155;42;2017-02-02T00:00:00Z;debit;coop-2848 zh sihlcity;;155;42;2017-02-02T00:00:00Z;debit;coop-2848 zh sihlcity;19.52;shopping/groceries;0.6311631944;shopping;groceries;Oct2018;Oct2018
156;42;2017-02-04T00:00:00Z;debit;migros m bahnhof enge;;156;42;2017-02-04T00:00:00Z;debit;migros m bahnhof enge;7.68;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
158;42;2017-02-11T00:00:00Z;debit;danke ihr neukauf;;158;42;2017-02-11T00:00:00Z;debit;danke ihr neukauf;210.65;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
159;42;2017-02-11T00:00:00Z;debit;danke ihr neukauf;;159;42;2017-02-11T00:00:00Z;debit;danke ihr neukauf;44.98;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
160;42;2017-02-11T00:00:00Z;debit;obi bau- und heimwerke;;160;42;2017-02-11T00:00:00Z;debit;obi bau- und heimwerke;41.47;transfer_out/transfer_out;0.8125;transfer_out;transfer_out;Oct2018;Oct2018
161;42;2017-02-11T00:00:00Z;debit;real freiburg;;161;42;2017-02-11T00:00:00Z;debit;real freiburg;24.9;transfer_out/transfer_out;0.53125;transfer_out;transfer_out;Oct2018;Oct2018
162;42;2017-02-21T00:00:00Z;debit;google *services;;162;42;2017-02-21T00:00:00Z;debit;google *services;1.0;online_shopping/movies, tv, music and games;0.9739583333;online_shopping;movies, tv, music and games;Oct2018;Oct2018
164;42;2017-02-22T00:00:00Z;debit;google *threema gmbh;;164;42;2017-02-22T00:00:00Z;debit;google *threema gmbh;2.99;online_shopping/movies, tv, music and games;0.4479166667;online_shopping;movies, tv, music and games;Oct2018;Oct2018
165;42;2017-02-25T00:00:00Z;debit;danke ihr neukauf;;165;42;2017-02-25T00:00:00Z;debit;danke ihr neukauf;66.59;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
166;42;2017-02-27T00:00:00Z;debit;coop-2848 zh sihlcity;;166;42;2017-02-27T00:00:00Z;debit;coop-2848 zh sihlcity;30.0;shopping/groceries;0.6311631944;shopping;groceries;Oct2018;Oct2018
167;42;2017-03-03T00:00:00Z;debit;migros mm thalwil;;167;42;2017-03-03T00:00:00Z;debit;migros mm thalwil;57.45;transfer_out/transfer_out;0.6875;transfer_out;transfer_out;Oct2018;Oct2018
168;42;2017-03-05T00:00:00Z;debit;prodkammbahnen;;168;42;2017-03-05T00:00:00Z;debit;prodkammbahnen;147.03;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
169;42;2017-03-05T00:00:00Z;debit;bergrestaurant chrüz;;169;42;2017-03-05T00:00:00Z;debit;bergrestaurant chrüz;43.4;food_and_dining/restaurants;1.0;food_and_dining;restaurants;Oct2018;Oct2018
171;42;2017-03-14T00:00:00Z;debit;coop-2848 zh sihlcity;;171;42;2017-03-14T00:00:00Z;debit;coop-2848 zh sihlcity;21.4;shopping/groceries;0.6311631944;shopping;groceries;Oct2018;Oct2018
173;42;2017-03-17T00:00:00Z;debit;babyone gundelfingen;;173;42;2017-03-17T00:00:00Z;debit;babyone gundelfingen;90.0;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
174;42;2017-03-18T00:00:00Z;debit;spk freiburg-noerdlich;;174;42;2017-03-18T00:00:00Z;debit;spk freiburg-noerdlich;200.0;transfer_out/transfer_out;0.9375;transfer_out;transfer_out;Oct2018;Oct2018
175;42;2017-03-21T00:00:00Z;debit;rbs 135 bishopsgate;;175;42;2017-03-21T00:00:00Z;debit;rbs 135 bishopsgate;2.25;transfer_out/transfer_out;0.7286706349000001;transfer_out;transfer_out;Oct2018;Oct2018
176;42;2017-03-21T00:00:00Z;debit;the pride of spitalfie;;176;42;2017-03-21T00:00:00Z;debit;the pride of spitalfie;16.4;food_and_dining/restaurants;0.16875;food_and_dining;restaurants;Oct2018;Oct2018
177;42;2017-03-21T00:00:00Z;debit;badolina;;177;42;2017-03-21T00:00:00Z;debit;badolina;6.87;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
178;42;2017-03-22T00:00:00Z;debit;rbs 135 bishopsgate;;178;42;2017-03-22T00:00:00Z;debit;rbs 135 bishopsgate;7.23;transfer_out/transfer_out;0.7286706349000001;transfer_out;transfer_out;Oct2018;Oct2018
179;42;2017-03-22T00:00:00Z;debit;rbs 135 bishopsgate;;179;42;2017-03-22T00:00:00Z;debit;rbs 135 bishopsgate;2.25;transfer_out/transfer_out;0.7286706349000001;transfer_out;transfer_out;Oct2018;Oct2018
180;42;2017-03-22T00:00:00Z;debit;the bull;;180;42;2017-03-22T00:00:00Z;debit;the bull;12.72;food_and_dining/pubs & clubs;0.9492311508000001;food_and_dining;pubs & clubs;Oct2018;Oct2018
181;42;2017-03-25T00:00:00Z;debit;coop-2848 zh sihlcity;;181;42;2017-03-25T00:00:00Z;debit;coop-2848 zh sihlcity;40.63;shopping/groceries;0.6311631944;shopping;groceries;Oct2018;Oct2018
183;42;2017-03-31T00:00:00Z;debit;deutschebank;;183;42;2017-03-31T00:00:00Z;debit;deutschebank;200.0;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
184;42;2017-04-01T00:00:00Z;debit;bnl ag. 6307 ag. 7 rom;;184;42;2017-04-01T00:00:00Z;debit;bnl ag. 6307 ag. 7 rom;200.0;business_services/facilities mgt;0.20889136900000002;business_services;facilities mgt;Oct2018;Oct2018
185;42;2017-04-03T00:00:00Z;debit;305-5998746-7787567 amazon .mktplce eu-de 1267713695197172;;185;42;2017-04-03T00:00:00Z;debit;305-5998746-7787567 amazon .mktplce eu-de 1267713695197172;122.72;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
186;42;2017-04-04T00:00:00Z;debit;305-5715144-4700367 amazon .mktplce eu-de 1969280857985780;;186;42;2017-04-04T00:00:00Z;debit;305-5715144-4700367 amazon .mktplce eu-de 1969280857985780;17.87;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
189;42;2017-04-08T00:00:00Z;debit;obi bau- und heimwerke;;189;42;2017-04-08T00:00:00Z;debit;obi bau- und heimwerke;255.28;transfer_out/transfer_out;0.8125;transfer_out;transfer_out;Oct2018;Oct2018
190;42;2017-04-08T00:00:00Z;debit;wohn-aktiv emmending;;190;42;2017-04-08T00:00:00Z;debit;wohn-aktiv emmending;126.8;transfer_out/transfer_out;0.59375;transfer_out;transfer_out;Oct2018;Oct2018
191;42;2017-04-08T00:00:00Z;debit;babyone gundelfingen;;191;42;2017-04-08T00:00:00Z;debit;babyone gundelfingen;60.0;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
192;42;2017-04-08T00:00:00Z;debit;mueller 3524;;192;42;2017-04-08T00:00:00Z;debit;mueller 3524;111.15;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
193;42;2017-04-08T00:00:00Z;debit;danke ihr neukauf;;193;42;2017-04-08T00:00:00Z;debit;danke ihr neukauf;167.92;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
194;42;2017-04-09T00:00:00Z;debit;tankstelle gruen;;194;42;2017-04-09T00:00:00Z;debit;tankstelle gruen;67.01;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
195;42;2017-04-09T00:00:00Z;debit;zollamt rheinfelden au;;195;42;2017-04-09T00:00:00Z;debit;zollamt rheinfelden au;54.09;shopping/department store;0.1340525794;shopping;department store;Oct2018;Oct2018
196;42;2017-04-10T00:00:00Z;debit;migros mm brunaupark;;196;42;2017-04-10T00:00:00Z;debit;migros mm brunaupark;61.53;transfer_out/transfer_out;0.6875;transfer_out;transfer_out;Oct2018;Oct2018
197;42;2017-04-10T00:00:00Z;debit;305-3039631-5712365 amazon .mktplce eu-de 2652994740534868;;197;42;2017-04-10T00:00:00Z;debit;305-3039631-5712365 amazon .mktplce eu-de 2652994740534868;82.9;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
198;42;2017-04-13T00:00:00Z;debit;coop-2848 zh sihlcity;;198;42;2017-04-13T00:00:00Z;debit;coop-2848 zh sihlcity;43.77;shopping/groceries;0.6311631944;shopping;groceries;Oct2018;Oct2018
199;42;2017-04-15T00:00:00Z;debit;danke ihr neukauf;;199;42;2017-04-15T00:00:00Z;debit;danke ihr neukauf;159.59;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
200;42;2017-04-16T00:00:00Z;debit;spk freiburg-noerdlich;;200;42;2017-04-16T00:00:00Z;debit;spk freiburg-noerdlich;100.0;transfer_out/transfer_out;0.9375;transfer_out;transfer_out;Oct2018;Oct2018
201;42;2017-04-18T00:00:00Z;debit;obi grüze parc w'thur;;201;42;2017-04-18T00:00:00Z;debit;obi grüze parc w'thur;66.96;food_and_dining/restaurants;0.27042410710000003;food_and_dining;restaurants;Oct2018;Oct2018
203;42;2017-04-24T00:00:00Z;debit;coop-2848 zh sihlcity;;203;42;2017-04-24T00:00:00Z;debit;coop-2848 zh sihlcity;33.56;shopping/groceries;0.6311631944;shopping;groceries;Oct2018;Oct2018
206;42;2017-04-30T00:00:00Z;debit;babyone gundelfingen;;206;42;2017-04-30T00:00:00Z;debit;babyone gundelfingen;300.0;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
207;42;2017-04-30T00:00:00Z;debit;jet-tankstelle;;207;42;2017-04-30T00:00:00Z;debit;jet-tankstelle;31.98;travel/flights;0.6368799603;travel;flights;Oct2018;Oct2018
208;42;2017-05-02T00:00:00Z;debit;306-9626769-4484321 amazon .mktplce eu-de 0901556263679437;;208;42;2017-05-02T00:00:00Z;debit;306-9626769-4484321 amazon .mktplce eu-de 0901556263679437;188.99;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
209;42;2017-05-04T00:00:00Z;debit;rbs 135 bishopsgate;;209;42;2017-05-04T00:00:00Z;debit;rbs 135 bishopsgate;5.73;transfer_out/transfer_out;0.7286706349000001;transfer_out;transfer_out;Oct2018;Oct2018
210;42;2017-05-04T00:00:00Z;debit;pret a manger;;210;42;2017-05-04T00:00:00Z;debit;pret a manger;2.7800000000000002;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
211;42;2017-05-04T00:00:00Z;debit;yes mangal;;211;42;2017-05-04T00:00:00Z;debit;yes mangal;28.37;transfer_out/transfer_out;0.46875000000000006;transfer_out;transfer_out;Oct2018;Oct2018
212;42;2017-05-05T00:00:00Z;debit;tfl.gov.uk/cp;;212;42;2017-05-05T00:00:00Z;debit;tfl.gov.uk/cp;8.51;transport/public transport;1.0;transport;public transport;Oct2018;Oct2018
213;42;2017-05-05T00:00:00Z;debit;rbs 135 bishopsgate;;213;42;2017-05-05T00:00:00Z;debit;rbs 135 bishopsgate;1.3599999999999999;transfer_out/transfer_out;0.7286706349000001;transfer_out;transfer_out;Oct2018;Oct2018
214;42;2017-05-05T00:00:00Z;debit;rbs 135 bishopsgate;;214;42;2017-05-05T00:00:00Z;debit;rbs 135 bishopsgate;5.37;transfer_out/transfer_out;0.7286706349000001;transfer_out;transfer_out;Oct2018;Oct2018
215;42;2017-05-05T00:00:00Z;debit;rbs 135 bishopsgate;;215;42;2017-05-05T00:00:00Z;debit;rbs 135 bishopsgate;5.79;transfer_out/transfer_out;0.7286706349000001;transfer_out;transfer_out;Oct2018;Oct2018
216;42;2017-05-05T00:00:00Z;debit;pret a manger;;216;42;2017-05-05T00:00:00Z;debit;pret a manger;4.71;food_and_dining/coffee shops;1.0;food_and_dining;coffee shops;Oct2018;Oct2018
217;42;2017-05-05T00:00:00Z;debit;coop-4896 zh airport c;;217;42;2017-05-05T00:00:00Z;debit;coop-4896 zh airport c;3.14;transport/parking;0.3727058532;transport;parking;Oct2018;Oct2018
218;42;2017-05-06T00:00:00Z;debit;tfl.gov.uk/cp;;218;42;2017-05-06T00:00:00Z;debit;tfl.gov.uk/cp;5.67;transport/public transport;1.0;transport;public transport;Oct2018;Oct2018
220;42;2017-05-08T00:00:00Z;debit;migros m rüschlikon pa;;220;42;2017-05-08T00:00:00Z;debit;migros m rüschlikon pa;123.49;transfer_out/transfer_out;0.3111855159;transfer_out;transfer_out;Oct2018;Oct2018
221;42;2017-05-09T00:00:00Z;debit;autost milano sud/pisa;;221;42;2017-05-09T00:00:00Z;debit;autost milano sud/pisa;27.6;transfer_out/transfer_out;0.46875000000000006;transfer_out;transfer_out;Oct2018;Oct2018
222;42;2017-05-09T00:00:00Z;debit;sbb cff ffs ticketverk;;222;42;2017-05-09T00:00:00Z;debit;sbb cff ffs ticketverk;9.14;transfer_out/transfer_out;0.6875;transfer_out;transfer_out;Oct2018;Oct2018
223;42;2017-05-09T00:00:00Z;debit;sbb cff ffs ticketverk;;223;42;2017-05-09T00:00:00Z;debit;sbb cff ffs ticketverk;9.14;transfer_out/transfer_out;0.6875;transfer_out;transfer_out;Oct2018;Oct2018
224;42;2017-05-09T00:00:00Z;debit;bp coldrerio ns;;224;42;2017-05-09T00:00:00Z;debit;bp coldrerio ns;53.19;transport/fuel;0.8298611111;transport;fuel;Oct2018;Oct2018
225;42;2017-05-10T00:00:00Z;debit;b16509pm7510i00h;;225;42;2017-05-10T00:00:00Z;debit;b16509pm7510i00h;324.01;transfer_out/transfer_out;0.4442708333;transfer_out;transfer_out;Oct2018;Oct2018
226;42;2017-05-10T00:00:00Z;debit;ads eni grecciano sud;;226;42;2017-05-10T00:00:00Z;debit;ads eni grecciano sud;54.0;business_services/advertising;0.6741071429000001;business_services;advertising;Oct2018;Oct2018
227;42;2017-05-15T00:00:00Z;debit;distributore serusi se;;227;42;2017-05-15T00:00:00Z;debit;distributore serusi se;64.0;transfer_out/transfer_out;0.1858630952;transfer_out;transfer_out;Oct2018;Oct2018
228;42;2017-05-15T00:00:00Z;debit;cuccumeu;;228;42;2017-05-15T00:00:00Z;debit;cuccumeu;25.5;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
229;42;2017-05-16T00:00:00Z;debit;su soi;;229;42;2017-05-16T00:00:00Z;debit;su soi;322.5;transfer_out/transfer_out;0.3125;transfer_out;transfer_out;Oct2018;Oct2018
230;42;2017-05-16T00:00:00Z;debit;supermercato simply;;230;42;2017-05-16T00:00:00Z;debit;supermercato simply;20.87;shopping/groceries;0.40824652780000004;shopping;groceries;Oct2018;Oct2018
231;42;2017-05-16T00:00:00Z;debit;la caffetteria di sann;;231;42;2017-05-16T00:00:00Z;debit;la caffetteria di sann;36.0;food_and_dining/restaurants;0.6166294643;food_and_dining;restaurants;Oct2018;Oct2018
232;42;2017-05-16T00:00:00Z;debit;banco di sardegna;;232;42;2017-05-16T00:00:00Z;debit;banco di sardegna;300.0;cash/atm;0.5614583333000001;cash;atm;Oct2018;Oct2018
233;42;2017-05-18T00:00:00Z;debit;sartoria del gusto;;233;42;2017-05-18T00:00:00Z;debit;sartoria del gusto;27.5;food_and_dining/restaurants;0.2686507937;food_and_dining;restaurants;Oct2018;Oct2018
234;42;2017-05-18T00:00:00Z;debit;banco di sardegna;;234;42;2017-05-18T00:00:00Z;debit;banco di sardegna;300.0;cash/atm;0.5614583333000001;cash;atm;Oct2018;Oct2018
235;42;2017-05-20T00:00:00Z;debit;autost livorno/milano;;235;42;2017-05-20T00:00:00Z;debit;autost livorno/milano;27.9;transfer_out/transfer_out;0.46875000000000006;transfer_out;transfer_out;Oct2018;Oct2018
236;42;2017-05-20T00:00:00Z;debit;marché bellinzona süd;;236;42;2017-05-20T00:00:00Z;debit;marché bellinzona süd;27.01;transfer_out/transfer_out;0.3741319444;transfer_out;transfer_out;Oct2018;Oct2018
237;42;2017-05-20T00:00:00Z;debit;s. gottardo sud - rist;;237;42;2017-05-20T00:00:00Z;debit;s. gottardo sud - rist;3.68;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
238;42;2017-05-20T00:00:00Z;debit;bp servizio san gottar;;238;42;2017-05-20T00:00:00Z;debit;bp servizio san gottar;2.21;transport/fuel;0.6423611111;transport;fuel;Oct2018;Oct2018
239;42;2017-05-26T00:00:00Z;debit;shell 0906;;239;42;2017-05-26T00:00:00Z;debit;shell 0906;87.53;transport/fuel;1.0;transport;fuel;Oct2018;Oct2018
240;42;2017-05-26T00:00:00Z;debit;babyone gundelfingen;;240;42;2017-05-26T00:00:00Z;debit;babyone gundelfingen;19.76;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
241;42;2017-05-27T00:00:00Z;debit;spk freiburg-noerdlich;;241;42;2017-05-27T00:00:00Z;debit;spk freiburg-noerdlich;400.0;transfer_out/transfer_out;0.9375;transfer_out;transfer_out;Oct2018;Oct2018
242;42;2017-05-28T00:00:00Z;debit;t&r belieferungsgesell;;242;42;2017-05-28T00:00:00Z;debit;t&r belieferungsgesell;28.95;transfer_out/transfer_out;0.9062500000000001;transfer_out;transfer_out;Oct2018;Oct2018
244;42;2017-06-03T00:00:00Z;debit;mueller 3524;;244;42;2017-06-03T00:00:00Z;debit;mueller 3524;360.3;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
245;42;2017-06-03T00:00:00Z;debit;rewe dieter schneider;;245;42;2017-06-03T00:00:00Z;debit;rewe dieter schneider;65.62;transfer_out/transfer_out;0.75;transfer_out;transfer_out;Oct2018;Oct2018
247;42;2017-06-05T00:00:00Z;debit;shell a1 limmat;;247;42;2017-06-05T00:00:00Z;debit;shell a1 limmat;69.82;transport/fuel;1.0;transport;fuel;Oct2018;Oct2018
248;42;2017-06-17T00:00:00Z;debit;mueller 3524;;248;42;2017-06-17T00:00:00Z;debit;mueller 3524;80.15;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
249;42;2017-06-17T00:00:00Z;debit;tankstelle gruen;;249;42;2017-06-17T00:00:00Z;debit;tankstelle gruen;77.58;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
250;42;2017-06-24T00:00:00Z;debit;a standard 2 euro maestro card withdrawal fee has applied. please use your mastercard to avoid this fee.;;250;42;2017-06-24T00:00:00Z;debit;a standard 2 euro maestro card withdrawal fee has applied. please use your mastercard to avoid this fee.;2.0;finance_and_insurance/credit card;0.2855902778;finance_and_insurance;credit card;Oct2018;Oct2018
251;42;2017-06-24T00:00:00Z;debit;vb hs;;251;42;2017-06-24T00:00:00Z;debit;vb hs;100.0;shopping/department store;0.19704861110000002;shopping;department store;Oct2018;Oct2018
252;42;2017-06-24T00:00:00Z;debit;babyone gundelfingen;;252;42;2017-06-24T00:00:00Z;debit;babyone gundelfingen;339.99;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
253;42;2017-06-25T00:00:00Z;debit;zollamt basel nord  bw;;253;42;2017-06-25T00:00:00Z;debit;zollamt basel nord  bw;148.22;transfer_out/transfer_out;0.6848958333;transfer_out;transfer_out;Oct2018;Oct2018
254;42;2017-07-05T00:00:00Z;debit;coop-2848 zh sihlcity;;254;42;2017-07-05T00:00:00Z;debit;coop-2848 zh sihlcity;17.91;shopping/groceries;0.6311631944;shopping;groceries;Oct2018;Oct2018
256;42;2017-07-07T00:00:00Z;debit;rechnung putzfrau.ch juni 2017 (420 chf bezahlt via credit suisse);;256;42;2017-07-07T00:00:00Z;debit;rechnung putzfrau.ch juni 2017 (420 chf bezahlt via credit suisse);380.0;transfer_out/transfer_out;0.15277777780000001;transfer_out;transfer_out;Oct2018;Oct2018
257;42;2017-07-08T00:00:00Z;debit;h&m konstanz 1de0033;;257;42;2017-07-08T00:00:00Z;debit;h&m konstanz 1de0033;60.12;shopping/clothing & shoes;0.6909722222;shopping;clothing & shoes;Oct2018;Oct2018
258;42;2017-07-13T00:00:00Z;debit;coop-2848 zh sihlcity;;258;42;2017-07-13T00:00:00Z;debit;coop-2848 zh sihlcity;29.4;shopping/groceries;0.6311631944;shopping;groceries;Oct2018;Oct2018
259;42;2017-07-15T00:00:00Z;debit;dm-drogerie markt;;259;42;2017-07-15T00:00:00Z;debit;dm-drogerie markt;132.95;transfer_out/transfer_out;0.5729166667;transfer_out;transfer_out;Oct2018;Oct2018
260;42;2017-07-15T00:00:00Z;debit;mueller 3524;;260;42;2017-07-15T00:00:00Z;debit;mueller 3524;52.45;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
262;42;2017-07-18T00:00:00Z;debit;payone *lillydoo gmbh;;262;42;2017-07-18T00:00:00Z;debit;payone *lillydoo gmbh;5.35;transfer_out/transfer_out;0.21875000000000003;transfer_out;transfer_out;Oct2018;Oct2018
263;42;2017-07-19T00:00:00Z;debit;304-7787520-8877136 amazon.de 0593876239903930;;263;42;2017-07-19T00:00:00Z;debit;304-7787520-8877136 amazon.de 0593876239903930;107.33;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
264;42;2017-07-19T00:00:00Z;debit;304-1659294-2425922 amazon.de 1342492199043926;;264;42;2017-07-19T00:00:00Z;debit;304-1659294-2425922 amazon.de 1342492199043926;20.48;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
266;42;2017-07-28T00:00:00Z;debit;payone *lillydoo gmbh;;266;42;2017-07-28T00:00:00Z;debit;payone *lillydoo gmbh;55.91;transfer_out/transfer_out;0.21875000000000003;transfer_out;transfer_out;Oct2018;Oct2018
267;42;2017-07-28T00:00:00Z;debit;302-9404731-4369909 amazon.de 2465110824713481;;267;42;2017-07-28T00:00:00Z;debit;302-9404731-4369909 amazon.de 2465110824713481;119.99;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
268;42;2017-08-01T00:00:00Z;debit;coop-4899 zürich bahnh;;268;42;2017-08-01T00:00:00Z;debit;coop-4899 zürich bahnh;15.28;shopping/groceries;0.6624131944;shopping;groceries;Oct2018;Oct2018
271;42;2017-08-25T00:00:00Z;debit;rewe emmendingen/m;;271;42;2017-08-25T00:00:00Z;debit;rewe emmendingen/m;151.87;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
272;42;2017-08-26T00:00:00Z;debit;babyone gundelfingen;;272;42;2017-08-26T00:00:00Z;debit;babyone gundelfingen;284.82;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
273;42;2017-08-26T00:00:00Z;debit;babyone gundelfingen;;273;42;2017-08-26T00:00:00Z;debit;babyone gundelfingen;168.87;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
274;42;2017-08-26T00:00:00Z;debit;volksbank breisgaunord;;274;42;2017-08-26T00:00:00Z;debit;volksbank breisgaunord;300.0;transfer_out/transfer_out;0.7812500000000001;transfer_out;transfer_out;Oct2018;Oct2018
277;42;2017-09-07T00:00:00Z;debit;302-1217036-2845130 amazon.de 2243925128525196;;277;42;2017-09-07T00:00:00Z;debit;302-1217036-2845130 amazon.de 2243925128525196;82.5;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
278;42;2017-09-20T00:00:00Z;debit;304-8736434-6403567 amazon.de 0390145760786649;;278;42;2017-09-20T00:00:00Z;debit;304-8736434-6403567 amazon.de 0390145760786649;46.27;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
279;42;2017-09-27T00:00:00Z;debit;302-2380136-9172349 amazon .mktplce eu-de 1729291860805242;;279;42;2017-09-27T00:00:00Z;debit;302-2380136-9172349 amazon .mktplce eu-de 1729291860805242;288.0;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
280;42;2017-09-28T00:00:00Z;debit;304-3751809-6947556 amazon .mktplce eu-de 1783826578500905;;280;42;2017-09-28T00:00:00Z;debit;304-3751809-6947556 amazon .mktplce eu-de 1783826578500905;21.98;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
281;42;2017-09-29T00:00:00Z;debit;304-5523636-1605107 amazon .mktplce eu-de 0673040711646378;;281;42;2017-09-29T00:00:00Z;debit;304-5523636-1605107 amazon .mktplce eu-de 0673040711646378;24.8;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
282;42;2017-09-29T00:00:00Z;debit;304-1420200-0175549 amazon services europe sarl 0611536273695633;;282;42;2017-09-29T00:00:00Z;debit;304-1420200-0175549 amazon services europe sarl 0611536273695633;36.61;online_shopping/department store;0.5369543651;online_shopping;department store;Oct2018;Oct2018
283;42;2017-10-01T00:00:00Z;debit;ausgleich barkasse zuerich bestand 31.12.2015;;283;42;2017-10-01T00:00:00Z;debit;ausgleich barkasse zuerich bestand 31.12.2015;635.2;transfer_out/transfer_out;1.0;transfer_out;transfer_out;Oct2018;Oct2018
285;42;2017-10-16T00:00:00Z;debit;"bestell-nr 17680; vanessa meister";;285;42;2017-10-16T00:00:00Z;debit;"bestell-nr 17680; vanessa meister";94.0;transfer_out/transfer_out;0.42578125;transfer_out;transfer_out;Oct2018;Oct2018
286;42;2017-10-17T00:00:00Z;debit;302-0114841-6366740 amazon .mktplce eu-de 7097873555152717;;286;42;2017-10-17T00:00:00Z;debit;302-0114841-6366740 amazon .mktplce eu-de 7097873555152717;18.6;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
287;42;2017-10-18T00:00:00Z;debit;302-8533373-6555544 amazon.de 1637770626617385;;287;42;2017-10-18T00:00:00Z;debit;302-8533373-6555544 amazon.de 1637770626617385;35.04;online_shopping/department store;1.0;online_shopping;department store;Oct2018;Oct2018
288;42;2017-10-19T00:00:00Z;debit;305-6471578-1875559 amazon .mktplce eu-de 6666226760703996;;288;42;2017-10-19T00:00:00Z;debit;305-6471578-1875559 amazon .mktplce eu-de 6666226760703996;34.99;online_shopping/department store;0.8784722222;online_shopping;department store;Oct2018;Oct2018
