transaction_id;customer_id;transaction_date;type;description;amount
337;42;2018-01-27 00:00:00;debit;AIRBNB * HMPEWH58TQ;1152.07
338;42;2018-02-01 00:00:00;debit;COSTA COFFEE;3.04
339;42;2018-02-01 00:00:00;debit;PRET A MANGER;5.44
340;42;2018-02-01 00:00:00;debit;COSTA COFFEE;8.49
341;42;2018-02-01 00:00:00;debit;COSTA COFFEE;4.70
342;42;2018-02-01 00:00:00;debit;THE WELLINGTON;6.31
343;42;2018-02-01 00:00:00;debit;MCDONALDS;7.32
344;42;2018-02-01 00:00:00;debit;MCDONALDS;1.14
345;42;2018-02-01 00:00:00;debit;PRINCESS OF WALES;6.08
346;42;2018-02-01 00:00:00;debit;AP FOODS EXPRESS;2.72
347;42;2018-02-02 00:00:00;debit;TFL.GOV.UK/CP;6.54
348;42;2018-02-02 00:00:00;debit;RHUBARB;27.72
349;42;2018-02-02 00:00:00;debit;BRICK LANE BREWS;6.85
350;42;2018-02-02 00:00:00;debit;STARBUCKS;2.97
351;42;2018-02-02 00:00:00;debit;COSTA COFFEE;3.03
352;42;2018-02-02 00:00:00;debit;COSTA COFFEE;5.25
353;42;2018-02-02 00:00:00;debit;WAGAMAMA GREAT MARLBOR;21.87
354;42;2018-02-02 00:00:00;debit;COSTA COFFEE;4.68
355;42;2018-02-03 00:00:00;debit;TFL.GOV.UK/CP;5.94
356;42;2018-02-05 00:00:00;credit;LOHN - GEHALT;1000.00
357;42;2018-02-14 00:00:00;debit;FINI RESORT BADENWEILE;547.59
358;42;2018-02-15 00:00:00;debit;SIXT 9859736112;589.05
359;42;2018-02-18 00:00:00;debit;AMAZON EU AMAZON.DE;18.99
360;42;2018-02-19 00:00:00;debit;Amazon DE Marketplace;20.46
361;42;2018-02-27 00:00:00;debit;305-0904880-9853918 Amazon .Mktplce EU-DE 1552072297914415;31.89
362;42;2018-02-27 00:00:00;debit;305-5070374-6670705 Amazon .Mktplce EU-DE 1965073467589067;25.80
363;42;2018-03-05 00:00:00;credit;LOHN - GEHALT;1000.00
364;42;2018-03-07 00:00:00;debit;028-6987823-2543519 Amazon .Mktplce EU-DE 5316752075673936;94.90
365;42;2018-03-19 00:00:00;debit;Amazon EU;29.95
366;42;2018-03-27 00:00:00;debit;SIXT RENT A CAR MADEIR;610.50
367;42;2018-04-05 00:00:00;debit;SIXT RENT A CAR;310.50
368;42;2018-04-05 00:00:00;credit;LOHN - GEHALT;1000.00
369;42;2018-04-06 00:00:00;credit;SIXT RENT A CAR MADEIR;610.50
370;42;2018-04-08 00:00:00;debit;Miniatur Wunderland Ha;31.00
371;42;2018-04-12 00:00:00;debit;302-8171917-4565134 Amazon.de 2450226407178297;30.18
372;42;2018-04-14 00:00:00;debit;DM-Drogerie Markt;297.20
373;42;2018-04-14 00:00:00;debit;BASCHO AN GMBH CO KG;279.30
374;42;2018-04-21 00:00:00;debit;CONSTANZER WIRTSHAUS G;45.00
375;42;2018-04-21 00:00:00;debit;TCHIBO 1994;18.97
376;42;2018-04-21 00:00:00;debit;CONSTANZER WIRTSHAUS G;30.00
377;42;2018-04-27 00:00:00;debit;DM-Drogerie Markt;1.60
378;42;2018-04-27 00:00:00;debit;DM-Drogerie Markt;6.60
379;42;2018-04-27 00:00:00;debit;SPARDA-BANK HAMBURG;400.00
380;42;2018-04-28 00:00:00;debit;GOERTZ RETAIL GMBH;196.85
381;42;2018-04-28 00:00:00;debit;SPORT SCHECK;305.75
382;42;2018-04-30 00:00:00;debit;HAMBURGER VOLKSBANK EG;80.00
383;42;2018-05-02 00:00:00;credit;HAMBURG AUSGLEICH;400.00
384;42;2018-05-03 00:00:00;debit;304-0129070-8522737 Amazon .Mktplce EU-DE 6667108135736417;5.22
385;42;2018-05-03 00:00:00;debit;304-9820789-6386756 Amazon .Mktplce EU-DE 8764283670805314;4.98
386;42;2018-05-04 00:00:00;debit;Amazon DE Marketplace;70.73
387;42;2018-05-04 00:00:00;credit;LOHN - GEHALT;1000.00
388;42;2018-05-04 00:00:00;debit;304-4798717-5984326 Amazon .Mktplce EU-DE 1718289500748987;11.84
389;42;2018-05-05 00:00:00;debit;Amazon DE Marketplace;28.12
390;42;2018-05-15 00:00:00;debit;SUPERDRUG STORES PLC;2.04
391;42;2018-05-15 00:00:00;debit;DOCKLANDS LIGHT RAILWA;22.71
392;42;2018-05-15 00:00:00;credit;DOCKLANDS LIGHT RAILWA;22.71
393;42;2018-05-15 00:00:00;debit;DOCKLANDS LIGHT RA;22.78
394;42;2018-05-15 00:00:00;debit;PRET A MANGER;5.92
395;42;2018-05-15 00:00:00;debit;CITADINES TRAFALGA;359.59
396;42;2018-05-15 00:00:00;debit;PRINCESS OF WALES;6.26
397;42;2018-05-15 00:00:00;debit;THE WELLINGTON;12.64
398;42;2018-05-16 00:00:00;debit;BOOTS 1629;3.54
399;42;2018-05-16 00:00:00;debit;CAMDEN FOOD COMPANY;3.54
400;42;2018-05-16 00:00:00;debit;PRET A MANGER;2.81
401;42;2018-05-16 00:00:00;debit;Lemon Tree;50.05
402;42;2018-05-16 00:00:00;credit;Lemon Tree;50.05
403;42;2018-05-16 00:00:00;debit;LEMON TREE;15.98
404;42;2018-05-16 00:00:00;debit;LEMON TREE;50.39
405;42;2018-05-17 00:00:00;debit;CITADINES TRAFALGA;13.76
406;42;2018-05-17 00:00:00;debit;PRET A MANGER;2.81
407;42;2018-05-17 00:00:00;debit;LTR UK LONDON CITY;77.03
408;42;2018-05-17 00:00:00;debit;CAFFE NERO 355 CITY AI;4.07
409;42;2018-05-17 00:00:00;debit;PRET A MANGER;1.14
410;42;2018-05-23 00:00:00;credit;Ausgaben London via N26 15.5. - 17.5.;550.00
411;42;2018-05-23 00:00:00;debit;302-4172530-9631540 Amazon.de 8071413774432596;155.96
412;42;2018-06-03 00:00:00;debit;TAXIBETRIEB LOTHAR BRA;15.60
413;42;2018-06-05 00:00:00;credit;LOHN - GEHALT;1000.00
414;42;2018-06-14 00:00:00;debit;304-3384097-2949161 Amazon.de 1500338642297526;11.76
415;42;2018-06-15 00:00:00;debit;302-2718016-6245910 Amazon .Mktplce EU-DE 1166680901036722;29.99
416;42;2018-06-15 00:00:00;debit;Shell 1269;65.98
417;42;2018-06-16 00:00:00;debit;DM-Drogerie Markt;72.55
418;42;2018-06-16 00:00:00;debit;MÜLLER LTD. & CO. KG;149.90
419;42;2018-06-16 00:00:00;debit;REWE Dieter Schneider;40.95
420;42;2018-06-17 00:00:00;debit;SUMUP  *REX 3 GMBH;80.00
421;42;2018-06-26 00:00:00;debit;FTI TOURISTIK GMBH;646.00
422;42;2018-06-30 00:00:00;debit;SPK FREIBURG-NOERDLICH;400.00
423;42;2018-06-30 00:00:00;debit;DM-Drogerie Markt;75.05
424;42;2018-07-01 00:00:00;debit;ITUNES.COM/BILL;1.00
425;42;2018-07-01 00:00:00;credit;ITUNES.COM/BILL;1.00
426;42;2018-07-01 00:00:00;debit;ITUNES.COM/BILL;1.00
427;42;2018-07-01 00:00:00;credit;ITUNES.COM/BILL;1.00
428;42;2018-07-01 00:00:00;debit;GOOGLE *SERVICES;1.00
429;42;2018-07-01 00:00:00;credit;GOOGLE *SERVICES;1.00
430;42;2018-07-01 00:00:00;debit;JET-TANKSTELLE;70.00
431;42;2018-07-04 00:00:00;debit;Amazon DE Marketplace;21.99
432;42;2018-07-04 00:00:00;debit;Amazon DE Marketplace;17.58
433;42;2018-07-04 00:00:00;debit;Amazon DE Marketplace;9.12
434;42;2018-07-05 00:00:00;debit;Amazon DE Marketplace;94.84
435;42;2018-07-05 00:00:00;credit;LOHN - GEHALT;1000.00
436;42;2018-07-06 00:00:00;debit;Amazon DE Marketplace;11.99
437;42;2018-07-06 00:00:00;debit;ITUNES.COM/BILL;3.49
438;42;2018-07-11 00:00:00;credit;302-4172530-9631540 AMZ.Amazon.de 1046055221052370;0.84
439;42;2018-07-14 00:00:00;debit;DM-Drogerie Markt;108.05
440;42;2018-08-03 00:00:00;credit;LOHN - GEHALT;1000.00
441;42;2018-08-11 00:00:00;debit;MÜLLER LTD. & CO. KG;92.67
442;42;2018-08-11 00:00:00;debit;EDEKA REES;91.57
443;42;2018-09-05 00:00:00;credit;LOHN - GEHALT;1000.00
444;42;2018-09-07 00:00:00;debit;CHEF LIEN;25.80
445;42;2018-09-07 00:00:00;debit;COMPASS VENDING;12.10
446;42;2018-09-08 00:00:00;debit;T&T SUPERMARKET #003;5.25
447;42;2018-09-08 00:00:00;debit;COMPASS VENDING;3.88
448;42;2018-09-08 00:00:00;debit;STARBUCKS 04480;5.80
449;42;2018-09-08 00:00:00;debit;CORA BREAKFAST AND LUN;32.52
450;42;2018-09-08 00:00:00;debit;COMPASS VENDING;3.88
451;42;2018-09-08 00:00:00;debit;SHOPPER'S DRUG MART #2;57.20
452;42;2018-09-08 00:00:00;debit;OLDE WORLD FUDGE #1;2.68
453;42;2018-09-08 00:00:00;debit;OMI JAPAN;2.58
454;42;2018-09-08 00:00:00;debit;CELINE'S FISH & CHIPS;2.63
455;42;2018-09-08 00:00:00;debit;0010-CIBC;265.01
456;42;2018-09-08 00:00:00;debit;FALSE CREEK FERRIES;7.89
457;42;2018-09-08 00:00:00;debit;NEOTOWN CONVENIENCE;2.10
458;42;2018-09-09 00:00:00;debit;PIZZA PZAZZ;3.31
459;42;2018-09-09 00:00:00;debit;VANCOUVER AQUARIUM-ECO;52.47
460;42;2018-09-09 00:00:00;debit;VANCOUVER AQUARIUM(CA1;25.89
461;42;2018-09-09 00:00:00;debit;FORAGE & TIMBER REST;39.17
462;42;2018-09-09 00:00:00;debit;CORA BREAKFAST AND LUN;44.78
463;42;2018-09-09 00:00:00;debit;STARBUCKS 04480;2.73
464;42;2018-09-09 00:00:00;debit;J & J MARKET;24.29
465;42;2018-09-09 00:00:00;debit;WHOLE FOODS MARKET;24.53
466;42;2018-09-10 00:00:00;debit;CORA BREAKFAST AND LUN;32.89
467;42;2018-09-10 00:00:00;debit;BCF - TSAWWASSEN;60.42
468;42;2018-09-10 00:00:00;debit;BCF - COASTAL RENAISSA;5.44
469;42;2018-09-10 00:00:00;debit;BCF - COASTAL RENAISSA;3.10
470;42;2018-09-10 00:00:00;debit;SAVE ON FOODS #922;87.87
471;42;2018-09-10 00:00:00;debit;BC LIQUOR #050;31.58
472;42;2018-09-11 00:00:00;debit;1.7 percent foreign ATM usage mark-up fee;4.50
473;42;2018-09-11 00:00:00;debit;BUTTERFLY GARDENS;22.77
474;42;2018-09-11 00:00:00;debit;ZANZIBAR CAFE;46.79
475;42;2018-09-11 00:00:00;debit;SAVE ON FOODS #922;78.91
476;42;2018-09-12 00:00:00;debit;STEAMSHIP GRILL & TAPH;7.30
477;42;2018-09-12 00:00:00;debit;R PARKING  VIC;6.95
478;42;2018-09-12 00:00:00;debit;HUDSON'S BAY #1139;17.78
479;42;2018-09-12 00:00:00;debit;PAYLESS SHOESOURCE #58;10.07
480;42;2018-09-12 00:00:00;debit;SAVE ON FOODS #977;39.49
481;42;2018-09-12 00:00:00;debit;PENINSULA CO-OP MCDONA;13.24
482;42;2018-09-12 00:00:00;debit;PENINSULA CO-OP MCDONA;6.62
483;42;2018-09-13 00:00:00;debit;PAYLESS SHOESOURCE #58;9.97
484;42;2018-09-13 00:00:00;credit;PAYLESS SHOESOURCE #58;9.97
485;42;2018-09-13 00:00:00;debit;FINN'S;96.62
486;42;2018-09-13 00:00:00;debit;PENINSULA CO-OP MCDONA;0.00
487;42;2018-09-13 00:00:00;debit;PENINSULA CO-OP MCDONA;0.00
488;42;2018-09-13 00:00:00;debit;MCDONALD'S #26019  QPS;20.42
489;42;2018-09-13 00:00:00;debit;MCDONALD'S #26019  QPS;4.14
490;42;2018-09-14 00:00:00;debit;BLUE POPPY RESTAURANT;36.48
491;42;2018-09-14 00:00:00;debit;BUTCHART GARDENS GATE;24.56
492;42;2018-09-14 00:00:00;debit;BUTCHART GARDENS GATE;45.78
493;42;2018-09-14 00:00:00;debit;SAVE ON FOODS #922;79.74
494;42;2018-09-15 00:00:00;debit;BUDDIES TOYS  SIDNEY;25.81
495;42;2018-09-15 00:00:00;debit;SAVE ON FOODS #922;21.34
496;42;2018-09-16 00:00:00;debit;DISCOVERY FOODS OYSTER;53.49
497;42;2018-09-16 00:00:00;debit;PENINSULA CO-OP TRIANG;26.35
498;42;2018-09-16 00:00:00;debit;MR. MIKES STEAK HOUSE;64.27
499;42;2018-09-16 00:00:00;debit;PENINSULA CO-OP TRIANG;0.00
500;42;2018-09-17 00:00:00;debit;BLACK CREEK DINER;40.56
501;42;2018-09-18 00:00:00;debit;STARBUCKS 04293;6.16
502;42;2018-09-18 00:00:00;debit;MIKIS SESAME SUSHI;35.63
503;42;2018-09-19 00:00:00;debit;WMT SUPRCTR #1077;44.83
504;42;2018-09-19 00:00:00;debit;WMT SUPRCTR #1077;6.60
505;42;2018-09-19 00:00:00;debit;BC LIQUOR #185;33.29
506;42;2018-09-20 00:00:00;debit;WMT SUPRCTR #1077;41.32
507;42;2018-09-20 00:00:00;debit;BEST WOK;43.08
508;42;2018-09-20 00:00:00;debit;SHELL;46.19
509;42;2018-09-20 00:00:00;debit;SHELL C22181;0.00
510;42;2018-09-21 00:00:00;debit;BLACK ROCK RESTAURANT;52.46
511;42;2018-09-22 00:00:00;debit;UCLUELET CONS. CO-OP;100.43
512;42;2018-09-23 00:00:00;debit;UCLUELET CONS. CO-OP;15.04
513;42;2018-09-23 00:00:00;debit;BEACHCOMBER CHARTERS;150.88
514;42;2018-09-24 00:00:00;debit;TOFINO BOTANICAL GARDE;29.34
515;42;2018-09-24 00:00:00;credit;NACHZAHLUNG;2000.00
516;42;2018-09-24 00:00:00;debit;TOFINO BREWING COMPANY;18.98
517;42;2018-09-24 00:00:00;debit;UCLUELET CONS. CO-OP;19.04
518;42;2018-09-25 00:00:00;debit;UCLUELET CONS. CO-OP;3.91
519;42;2018-09-25 00:00:00;debit;UCLUELET CO-OP PAY @ P;39.45
520;42;2018-09-25 00:00:00;debit;PACIFIC RIM NTL-PARKIN;6.44
521;42;2018-09-25 00:00:00;debit;PACIFIC RIM NTL-PARKIN;10.32
522;42;2018-09-25 00:00:00;debit;UCLUELET CONS. CO-OP;35.67
523;42;2018-09-25 00:00:00;debit;UCLUELET CO-OP PAY @ P;0.00
524;42;2018-09-25 00:00:00;debit;BCF-RBI ONLINE BOOKING;11.18
525;42;2018-09-26 00:00:00;debit;BIG FEET;51.78
526;42;2018-09-26 00:00:00;debit;BEEFEATER'S CHOPHOUSE;39.05
527;42;2018-09-26 00:00:00;debit;BCF - NANAIMO;60.78
528;42;2018-09-26 00:00:00;debit;"BCF - COQUITLAM; QUEEN";17.70
529;42;2018-09-26 00:00:00;debit;SHELL;29.34
530;42;2018-09-26 00:00:00;debit;COAL HARBOUR LIQUOR ST;10.62
531;42;2018-09-26 00:00:00;debit;SALAM BOMBAY;78.22
532;42;2018-09-27 00:00:00;debit;ARITZIA ROBSON 1003;659.04
533;42;2018-09-27 00:00:00;debit;STARBUCKS 00160;2.73
534;42;2018-09-27 00:00:00;debit;CORA BREAKFAST AND LUN;29.38
535;42;2018-09-27 00:00:00;debit;VANCOUVER-C2;15.43
536;42;2018-09-27 00:00:00;debit;PACIFICO PIZZERIA AND;56.66
537;42;2018-09-27 00:00:00;debit;AMTRAK-CASCADES   QQ12;6.22
538;42;2018-09-27 00:00:00;debit;AMTRAK-CASCADES   QQ12;6.86
539;42;2018-09-27 00:00:00;debit;YELLOW CAB #186;39.45
540;42;2018-09-27 00:00:00;debit;GATEWAY NEWSTANDS #618;8.53
541;42;2018-09-28 00:00:00;debit;CHOICES PRODUCE;5.10
542;42;2018-09-28 00:00:00;debit;THE FRANKFURTER;5.63
543;42;2018-09-28 00:00:00;debit;THE FRANKFURTER;5.23
544;42;2018-09-28 00:00:00;debit;STARBUCKS STORE 14870;4.04
545;42;2018-09-28 00:00:00;debit;STARBUCKS STORE 14870;7.28
546;42;2018-09-28 00:00:00;debit;SQU*SQ *206 SEATTLE TO;30.86
547;42;2018-09-28 00:00:00;debit;TARGET        00027862;23.43
548;42;2018-09-28 00:00:00;debit;PIROSHKY PIROSHKY BAKE;9.25
549;42;2018-09-28 00:00:00;debit;MICHOUS;1.19
550;42;2018-09-28 00:00:00;debit;UWAJIMAYA SEATTLE;17.08
551;42;2018-09-28 00:00:00;debit;UWAJIMAYA SEATTLE;3.33
552;42;2018-09-28 00:00:00;debit;UWAJIMAYA SEATTLE;3.60
553;42;2018-09-29 00:00:00;debit;SQ *SQ *SEATTLE FUDGE;4.20
554;42;2018-09-29 00:00:00;debit;WALGREENS #11856;28.51
555;42;2018-09-29 00:00:00;debit;SQUARE      *SQ *WOK;24.07
556;42;2018-09-29 00:00:00;debit;BB *SCM;29.82
557;42;2018-09-29 00:00:00;debit;CAFFE UMBRIA;14.84
558;42;2018-09-29 00:00:00;debit;ANTHOY'S BELL STREET D;216.05
559;42;2018-09-30 00:00:00;debit;KILLER BURGER DOWNTOWN;38.29
560;42;2018-09-30 00:00:00;debit;Amazon Go;6.98
561;42;2018-09-30 00:00:00;debit;TST* SKILLET SEATTLE C;12.10
562;42;2018-09-30 00:00:00;debit;GREYHOUND LINES CNP;91.17
563;42;2018-09-30 00:00:00;debit;Amazon Go;1.23
564;42;2018-09-30 00:00:00;debit;MOORECOFFEE2;3.66
565;42;2018-09-30 00:00:00;debit;TARGET        00027912;43.34
566;42;2018-10-01 00:00:00;debit;MAYAS TAQUERIA;17.81
567;42;2018-10-01 00:00:00;debit;STARBUCKS STORE 00401;2.82
568;42;2018-10-01 00:00:00;debit;MAYAS TAQUERIA;19.12
569;42;2018-10-01 00:00:00;debit;TARGET        00027912;25.42
570;42;2018-10-01 00:00:00;debit;TARGET        00027912;3.55
571;42;2018-10-01 00:00:00;debit;TARGET        00027912;2.90
572;42;2018-10-01 00:00:00;debit;"VON EBERT; LLC";17.38
573;42;2018-10-01 00:00:00;debit;ANTHOY'S BELL STREET D;47.51
574;42;2018-10-02 00:00:00;debit;OREGON MUS OF SCI & IN;17.37
575;42;2018-10-02 00:00:00;debit;OMSI ADMISSIONS;14.76
576;42;2018-10-02 00:00:00;debit;STARBUCKS STORE 00450;7.12
577;42;2018-10-02 00:00:00;debit;TARGET        00027912;14.84
578;42;2018-10-02 00:00:00;debit;BA OMSI       91175703;2.17
579;42;2018-10-02 00:00:00;debit;BA OMSI       91175703;5.21
580;42;2018-10-02 00:00:00;debit;BA OMSI       91175703;3.47
581;42;2018-10-03 00:00:00;debit;STUMPTOWN PDX - 318;12.31
582;42;2018-10-03 00:00:00;debit;CHEVRON 0203165;10.33
583;42;2018-10-03 00:00:00;debit;SQ *SQ *ABEBE YENENEW;30.29
584;42;2018-10-03 00:00:00;debit;COURTYARD AUSTIN DT FB;21.80
585;42;2018-10-03 00:00:00;debit;TRIMET TVM;6.51
586;42;2018-10-03 00:00:00;debit;THE BEE GROCERY;38.15
587;42;2018-10-04 00:00:00;debit;WHOLEFDS LMR 10145;16.50
588;42;2018-10-04 00:00:00;debit;WHOLEFDS LMR 10145;47.02
589;42;2018-10-04 00:00:00;debit;WHOLEFDS LMR 10145;3.47
590;42;2018-10-04 00:00:00;debit;WHOLEFDS LMR 10145;2.83
591;42;2018-10-04 00:00:00;credit; ;1000.00
592;42;2018-10-05 00:00:00;debit;CHEF GEOFF;62.39
593;42;2018-10-05 00:00:00;debit;SQUARE *SQ *AUSTIN CAB;43.53
594;42;2018-10-05 00:00:00;debit;TST* AUSTIN JAVA - CIT;15.86
595;42;2018-10-05 00:00:00;debit;COOPERS OLD TIME PIT B;41.30
596;42;2018-10-05 00:00:00;credit;COOPERS OLD TIME PIT B;41.30
597;42;2018-10-05 00:00:00;debit;HUDSON ST1404;12.23
598;42;2018-10-05 00:00:00;debit;AUSTIN AIRPORT-F&B;10.89
599;42;2018-10-05 00:00:00;credit;LOHN - GEHALT;1000.00
600;42;2018-10-19 00:00:00;debit;DM-Drogerie Markt;326.55
601;42;2018-10-20 00:00:00;debit;REWE Mike Schneider oH;39.41
602;42;2018-10-21 00:00:00;debit;JET-TANKSTELLE;72.44
603;42;2018-10-24 00:00:00;debit;Starbucks Dock E;10.04
604;42;2018-11-04 00:00:00;debit;FINI RESORT BADENWEILE;772.60
605;42;2018-11-04 00:00:00;debit;ESSO STATION WALDKIRCH;26.47
606;42;2018-11-05 00:00:00;credit;LOHN - GEHALT;1000.00
607;42;2018-11-07 00:00:00;debit;304-5204435-0093939 Amazon.de 7010033414576094;32.70
608;42;2018-11-28 00:00:00;credit;siehe Avis 0721036168 27.11.2018;204.00
609;42;2018-12-01 00:00:00;debit;BABYONE GUNDELFINGEN;428.21
610;42;2018-12-01 00:00:00;debit;Penny Sexau;44.06
